Season,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1
2018-2019,Kyrie Irving,PG,26,BOS,67,2214,0.487,14.6,0.65,0.226,0.16,0.132,0.132,0.35,0.5329999999999999,0.633,0.444,0.524,0.476,0.401,0.265,0.638,0.002,1,0.124,0.407,1,0
2018-2019,LaMarcus Aldridge,C,33,SAS,81,2687,0.519,9.7,0.968,0.27,0.246,0.252,0.201,0.032,0.528,0.716,0.485,0.4370000000000001,0.442,0.238,0.588,0.9,0.042,51,0.095,0.25,0,0
2018-2019,Lance Stephenson,SG,28,LAL,68,1123,0.426,16.6,0.544,0.243,0.083,0.044,0.174,0.456,0.472,0.6,0.278,0.474,0.387,0.371,0.324,0.7809999999999999,0.014,5,0.269,0.472,4,0
2018-2019,Lance Thomas,PF,30,NYK,46,783,0.396,15.1,0.599,0.218,0.13699999999999998,0.076,0.168,0.401,0.475,0.6509999999999999,0.333,0.333,0.424,0.278,0.732,1.0,0.056,8,0.544,0.302,0,0
2018-2019,Landry Shamet,SG,21,PHI,54,1108,0.441,20.5,0.294,0.135,0.046,0.04,0.07200000000000001,0.706,0.529,0.66,0.438,0.429,0.4,0.404,0.722,0.949,0.02,5,0.184,0.489,0,0
2018-2019,Landry Shamet,SG,21,LAC,25,694,0.414,20.6,0.281,0.129,0.033,0.062,0.057,0.7190000000000001,0.322,0.37,0.429,0.308,0.16699999999999998,0.45,0.789,0.941,0.005,1,0.225,0.412,0,0
2018-2019,Landry Shamet,SG,21,TOT,79,1802,0.431,20.6,0.289,0.133,0.041,0.048,0.066,0.711,0.453,0.5539999999999999,0.435,0.37,0.324,0.422,0.74,0.946,0.014,6,0.199,0.456,0,0
2018-2019,Langston Galloway,SG,27,DET,80,1745,0.388,19.5,0.353,0.099,0.104,0.06,0.09,0.647,0.449,0.517,0.426,0.371,0.453,0.355,0.8390000000000001,0.985,0.0,0,0.374,0.415,0,0
2018-2019,Larry Nance Jr.,C,26,CLE,67,1795,0.52,9.5,0.795,0.468,0.154,0.09,0.084,0.205,0.5670000000000001,0.728,0.35100000000000003,0.349,0.3,0.337,0.648,0.97,0.196,82,0.173,0.235,1,0
2018-2019,Lauri Markkanen,PF,21,CHI,52,1682,0.43,15.0,0.5820000000000001,0.224,0.18,0.101,0.078,0.418,0.479,0.624,0.434,0.325,0.371,0.361,0.527,0.975,0.04,31,0.114,0.368,2,0
2018-2019,LeBron James,SF,34,LAL,55,1937,0.51,12.3,0.701,0.38,0.132,0.077,0.112,0.299,0.5820000000000001,0.755,0.297,0.417,0.447,0.339,0.34,0.342,0.081,85,0.073,0.292,0,0
2018-2019,Lonnie Walker,SG,20,SAS,17,118,0.348,14.4,0.7170000000000001,0.217,0.174,0.109,0.217,0.28300000000000003,0.333,0.7,0.0,0.4,0.2,0.385,0.273,0.8,0.0,0,0.077,1.0,0,0
2018-2019,Lonzo Ball,PG,21,LAL,47,1423,0.406,15.4,0.5,0.309,0.096,0.046,0.048,0.5,0.482,0.596,0.295,0.238,0.364,0.329,0.4270000000000001,0.76,0.061,25,0.171,0.231,2,0
2018-2019,Lorenzo Brown,PG,28,TOR,26,212,0.324,14.3,0.606,0.338,0.127,0.07,0.07,0.394,0.395,0.417,0.333,0.4,0.4,0.214,0.235,0.667,0.042,2,0.321,0.333,2,0
2018-2019,Lou Williams,SG,32,LAC,75,1993,0.425,13.7,0.7440000000000001,0.221,0.185,0.163,0.17600000000000002,0.256,0.447,0.578,0.398,0.4320000000000001,0.35,0.361,0.224,0.581,0.004,4,0.117,0.441,0,0
2018-2019,Luc Mbah a Moute,PF,32,LAC,4,61,0.444,10.7,0.667,0.444,0.16699999999999998,0.0,0.056,0.333,0.5,0.5,0.333,0.0,1.0,0.333,0.667,1.0,0.0,0,0.5,0.0,0,0
2018-2019,Luka Dončić,SG,19,DAL,72,2318,0.4270000000000001,15.5,0.5670000000000001,0.209,0.212,0.103,0.042,0.433,0.503,0.637,0.448,0.377,0.42,0.327,0.195,0.423,0.022,25,0.058,0.5,14,1
2018-2019,Luke Kennard,SG,22,DET,63,1437,0.438,18.9,0.483,0.1,0.106,0.108,0.16899999999999998,0.517,0.486,0.6729999999999999,0.455,0.464,0.409,0.394,0.475,0.887,0.002,1,0.17800000000000002,0.438,2,0
2018-2019,Luke Kornet,PF,23,NYK,46,784,0.378,20.0,0.318,0.138,0.053,0.102,0.025,0.682,0.411,0.564,0.333,0.276,0.28600000000000003,0.363,0.595,0.986,0.039,9,0.13,0.44,0,0
2018-2019,Luol Deng,SF,33,MIN,22,392,0.5,12.9,0.627,0.35600000000000004,0.102,0.11,0.059,0.373,0.608,0.762,0.5,0.385,0.28600000000000003,0.318,0.644,0.929,0.042,4,0.455,0.45,1,0
2018-2019,Malachi Richardson,SG,23,TOR,22,103,0.31,22.6,0.138,0.069,0.034,0.0,0.034,0.862,0.25,0.5,0.0,0.0,0.0,0.32,0.0,0.875,0.0,0,0.48,0.333,0,0
2018-2019,Malcolm Brogdon,SG,26,MIL,64,1832,0.505,10.8,0.674,0.493,0.111,0.036000000000000004,0.033,0.326,0.544,0.64,0.217,0.407,0.36,0.426,0.467,0.8370000000000001,0.009000000000000001,6,0.197,0.5,0,0
2018-2019,Malcolm Miller,SF,25,TOR,10,67,0.423,21.4,0.192,0.115,0.038,0.0,0.038,0.8079999999999999,0.2,0.0,0.0,0.0,1.0,0.476,1.0,1.0,0.0,0,0.333,0.5710000000000001,0,0
2018-2019,Malik Beasley,SG,22,DEN,81,1879,0.474,16.8,0.45,0.202,0.115,0.064,0.069,0.55,0.56,0.732,0.365,0.5529999999999999,0.392,0.402,0.758,0.982,0.07200000000000001,45,0.188,0.461,1,0
2018-2019,Malik Monk,SG,20,CHO,73,1258,0.387,17.9,0.4370000000000001,0.191,0.102,0.058,0.085,0.563,0.461,0.643,0.25,0.382,0.36,0.33,0.4320000000000001,0.899,0.038,21,0.206,0.309,6,0
2018-2019,MarShon Brooks,SG,30,MEM,29,387,0.45,13.8,0.68,0.243,0.154,0.166,0.118,0.32,0.53,0.78,0.385,0.5,0.25,0.278,0.279,0.5329999999999999,0.024,3,0.111,0.333,0,0
2018-2019,Marc Gasol,C,34,TOT,79,2436,0.448,14.3,0.6859999999999999,0.156,0.248,0.163,0.118,0.314,0.487,0.654,0.468,0.373,0.466,0.363,0.715,0.99,0.031,23,0.026,0.28600000000000003,0,0
2018-2019,Marc Gasol,C,34,TOR,26,648,0.465,13.5,0.722,0.166,0.267,0.17600000000000002,0.112,0.278,0.474,0.581,0.52,0.333,0.429,0.442,0.75,0.957,0.016,3,0.0,0.0,0,0
2018-2019,Marc Gasol,C,34,MEM,53,1788,0.444,14.5,0.6759999999999999,0.154,0.243,0.16,0.12,0.324,0.491,0.6759999999999999,0.452,0.385,0.476,0.344,0.705,1.0,0.035,20,0.032,0.28600000000000003,0,0
2018-2019,Marcin Gortat,C,34,LAC,47,751,0.532,4.9,1.0,0.5,0.312,0.177,0.011,0.0,0.532,0.645,0.466,0.333,0.5,0.0,0.818,0.0,0.07,9,0.0,0.0,0,0
2018-2019,Marco Belinelli,SG,32,SAS,79,1815,0.413,19.7,0.428,0.112,0.067,0.08800000000000001,0.161,0.5720000000000001,0.468,0.584,0.478,0.361,0.441,0.3720000000000001,0.775,0.8440000000000001,0.004,2,0.16699999999999998,0.394,4,0
2018-2019,Marcus Derrickson,PF,22,GSW,11,67,0.485,20.6,0.394,0.091,0.061,0.121,0.121,0.606,0.462,0.667,0.0,0.5,0.5,0.5,0.667,0.8,0.0,0,0.25,0.4,0,0
2018-2019,Marcus Morris,PF,29,BOS,75,2091,0.447,16.6,0.539,0.174,0.117,0.14300000000000002,0.104,0.461,0.508,0.68,0.455,0.38,0.455,0.375,0.528,0.938,0.017,13,0.14400000000000002,0.232,4,0
2018-2019,Marcus Smart,SG,24,BOS,80,2200,0.422,18.1,0.39,0.173,0.115,0.053,0.049,0.61,0.511,0.6940000000000001,0.354,0.4,0.35700000000000004,0.364,0.434,0.921,0.023,12,0.251,0.379,0,0
2018-2019,Mario Hezonja,SF,23,NYK,58,1206,0.412,12.8,0.672,0.341,0.151,0.086,0.095,0.328,0.478,0.563,0.329,0.525,0.364,0.276,0.47,0.857,0.045,19,0.158,0.125,0,0
2018-2019,Markelle Fultz,SG,20,PHI,19,427,0.419,10.2,0.91,0.348,0.174,0.232,0.155,0.09,0.433,0.648,0.29600000000000004,0.333,0.25,0.28600000000000003,0.279,0.5,0.045,6,0.429,0.333,2,0
2018-2019,Markieff Morris,PF,29,WAS,34,883,0.436,15.2,0.561,0.207,0.159,0.159,0.037000000000000005,0.439,0.516,0.706,0.423,0.385,0.417,0.333,0.579,0.979,0.04,12,0.174,0.32,1,0
2018-2019,Markieff Morris,PF,29,OKC,24,387,0.391,13.3,0.622,0.25,0.192,0.135,0.045,0.378,0.423,0.564,0.4,0.238,0.28600000000000003,0.339,0.585,1.0,0.026,3,0.407,0.25,0,0
2018-2019,Markieff Morris,PF,29,TOT,58,1270,0.421,14.6,0.581,0.221,0.16899999999999998,0.151,0.039,0.419,0.484,0.654,0.415,0.342,0.368,0.335,0.581,0.985,0.035,15,0.241,0.28600000000000003,1,0
2018-2019,Marquese Chriss,PF,21,TOT,43,499,0.3720000000000001,11.8,0.6,0.428,0.14400000000000002,0.022,0.006,0.4,0.472,0.545,0.308,0.25,0.0,0.222,0.647,1.0,0.194,24,0.333,0.292,0,0
2018-2019,Marquese Chriss,PF,21,HOU,16,104,0.324,12.7,0.5589999999999999,0.471,0.08800000000000001,0.0,0.0,0.441,0.526,0.563,0.333,0.0,0.0,0.067,0.9,1.0,0.324,8,0.067,0.0,0,0
2018-2019,Marquese Chriss,PF,21,CLE,27,395,0.384,11.6,0.61,0.418,0.158,0.027000000000000003,0.006999999999999999,0.39,0.461,0.541,0.304,0.25,0.0,0.263,0.585,1.0,0.16399999999999998,16,0.404,0.304,0,0
2018-2019,Marvin Bagley III,PF,19,SAC,62,1567,0.504,8.7,0.8640000000000001,0.363,0.31,0.126,0.065,0.136,0.534,0.691,0.434,0.393,0.413,0.313,0.515,0.9,0.112,75,0.219,0.19,1,0
2018-2019,Marvin Williams,PF,32,CHO,75,2133,0.422,17.2,0.414,0.158,0.18600000000000005,0.041,0.029,0.586,0.5,0.6409999999999999,0.421,0.37,0.421,0.366,0.763,0.993,0.015,8,0.309,0.4320000000000001,1,0
2018-2019,Mason Plumlee,C,28,DEN,82,1731,0.593,4.6,0.977,0.602,0.28300000000000003,0.059,0.034,0.023,0.602,0.7440000000000001,0.36,0.5379999999999999,0.2,0.2,0.7040000000000001,1.0,0.28300000000000003,117,0.1,0.0,3,0
2018-2019,Matthew Dellavedova,PG,28,TOT,48,812,0.405,18.1,0.463,0.124,0.211,0.091,0.037000000000000005,0.537,0.482,0.5670000000000001,0.471,0.409,0.444,0.338,0.278,0.773,0.0,0,0.054000000000000006,0.14300000000000002,4,0
2018-2019,Matthew Dellavedova,PG,28,CLE,36,715,0.413,18.0,0.466,0.126,0.215,0.094,0.031,0.534,0.5,0.607,0.479,0.381,0.5710000000000001,0.336,0.28800000000000003,0.75,0.0,0,0.05,0.16699999999999998,4,0
2018-2019,Matthew Dellavedova,PG,28,MIL,12,97,0.316,18.8,0.421,0.105,0.158,0.053,0.105,0.579,0.25,0.0,0.333,1.0,0.0,0.364,0.0,1.0,0.0,0,0.091,0.0,0,0
2018-2019,Maurice Harkless,SF,25,POR,60,1415,0.487,9.7,0.691,0.526,0.129,0.013,0.023,0.309,0.5820000000000001,0.667,0.34,0.4,0.111,0.275,0.6729999999999999,0.939,0.18600000000000005,66,0.317,0.289,2,0
2018-2019,Maxi Kleber,PF,27,DAL,71,1502,0.453,16.3,0.435,0.241,0.104,0.06,0.031,0.565,0.583,0.6990000000000001,0.475,0.391,0.417,0.353,0.7240000000000001,1.0,0.114,42,0.317,0.304,0,0
2018-2019,Melvin Frazier,SG,22,ORL,10,44,0.333,12.0,0.7140000000000001,0.333,0.14300000000000002,0.14300000000000002,0.095,0.28600000000000003,0.467,0.7140000000000001,0.333,0.0,0.5,0.0,0.7140000000000001,0.0,0.095,2,0.5,0.0,0,0
2018-2019,Meyers Leonard,C,26,POR,61,878,0.545,14.5,0.541,0.331,0.095,0.079,0.037000000000000005,0.459,0.626,0.775,0.348,0.526,0.222,0.45,0.8170000000000001,0.94,0.227,48,0.126,0.5,1,0
2018-2019,Michael Beasley,PF,30,LAL,26,277,0.49,7.6,0.889,0.366,0.353,0.118,0.052000000000000005,0.111,0.529,0.7140000000000001,0.426,0.333,0.375,0.17600000000000002,0.472,1.0,0.046,7,0.471,0.25,0,0
2018-2019,Michael Carter-Williams,PG,27,ORL,12,227,0.339,11.1,0.6940000000000001,0.29,0.339,0.048,0.016,0.306,0.419,0.556,0.28600000000000003,0.667,0.0,0.158,0.16699999999999998,1.0,0.016,1,0.263,0.6,0,0
2018-2019,Michael Carter-Williams,PG,27,HOU,16,145,0.41,11.0,0.6890000000000001,0.311,0.311,0.066,0.0,0.311,0.429,0.526,0.421,0.0,0.0,0.368,0.333,0.7140000000000001,0.033,2,0.421,0.25,0,0
2018-2019,Michael Carter-Williams,PG,27,TOT,28,372,0.374,11.1,0.691,0.301,0.325,0.057,0.008,0.309,0.424,0.541,0.35,0.28600000000000003,0.0,0.263,0.25,0.8,0.024,3,0.342,0.385,0,0
2018-2019,Michael Kidd-Gilchrist,PF,25,CHO,64,1179,0.476,9.0,0.858,0.431,0.238,0.087,0.102,0.142,0.498,0.601,0.405,0.345,0.412,0.34,0.669,1.0,0.039,12,0.596,0.429,3,0
2018-2019,Mikal Bridges,SF,22,PHO,82,2417,0.43,15.6,0.444,0.277,0.101,0.041,0.025,0.556,0.5479999999999999,0.647,0.421,0.304,0.35700000000000004,0.335,0.715,0.962,0.048,25,0.415,0.315,1,0
2018-2019,Mike Conley,PG,31,MEM,70,2342,0.438,15.3,0.62,0.19,0.157,0.15,0.122,0.38,0.483,0.5539999999999999,0.494,0.429,0.423,0.364,0.304,0.594,0.0,0,0.115,0.49,3,0
2018-2019,Mike Muscala,PF,27,LAL,17,265,0.434,19.9,0.313,0.157,0.06,0.036000000000000004,0.06,0.687,0.5770000000000001,0.5379999999999999,0.4,0.667,0.8,0.368,0.8,1.0,0.0,0,0.14,0.25,0,0
2018-2019,Mike Muscala,PF,27,PHI,47,1041,0.392,20.2,0.284,0.14,0.061,0.05,0.032,0.716,0.519,0.615,0.471,0.5,0.222,0.342,0.7559999999999999,1.0,0.022,5,0.206,0.317,1,0
2018-2019,Mike Muscala,PF,27,TOT,64,1306,0.402,20.2,0.29100000000000004,0.14400000000000002,0.061,0.047,0.039,0.7090000000000001,0.5329999999999999,0.596,0.455,0.529,0.429,0.348,0.768,1.0,0.017,5,0.191,0.306,1,0
2018-2019,Mike Scott,PF,30,TOT,79,1395,0.4,18.5,0.4,0.126,0.138,0.067,0.069,0.6,0.399,0.547,0.241,0.464,0.379,0.401,0.627,0.98,0.012,5,0.262,0.424,3,0
2018-2019,Mike Scott,PF,30,PHI,27,647,0.4,18.9,0.374,0.121,0.13699999999999998,0.058,0.058,0.626,0.38,0.522,0.231,0.545,0.273,0.412,0.556,1.0,0.011,2,0.227,0.37,1,0
2018-2019,Mike Scott,PF,30,LAC,52,748,0.4,18.2,0.422,0.13,0.139,0.07400000000000001,0.078,0.578,0.412,0.5670000000000001,0.25,0.412,0.444,0.391,0.675,0.962,0.013,3,0.293,0.462,2,0
2018-2019,Miles Bridges,SF,20,CHO,80,1696,0.464,12.8,0.609,0.411,0.121,0.033,0.043,0.391,0.5529999999999999,0.6709999999999999,0.306,0.353,0.273,0.325,0.773,0.954,0.16399999999999998,71,0.38,0.395,8,0
2018-2019,Miles Plumlee,C,30,ATL,18,173,0.667,3.4,1.0,0.708,0.188,0.083,0.021,0.0,0.667,0.735,0.667,0.25,0.0,0.0,0.625,0.0,0.417,14,0.0,0.0,0,0
2018-2019,Miloš Teodosić,PG,31,LAC,15,150,0.425,21.2,0.325,0.1,0.075,0.025,0.125,0.675,0.5379999999999999,0.75,0.0,1.0,0.6,0.37,0.5710000000000001,1.0,0.0,0,0.14800000000000002,0.5,1,0
2018-2019,Mitch Creek,SF,26,TOT,5,48,0.5,6.1,0.875,0.5,0.313,0.0,0.063,0.125,0.5710000000000001,0.625,0.6,0.0,0.0,0.0,0.625,0.0,0.0,0,0.5,0.0,0,0
2018-2019,Mitch Creek,SF,26,BRK,4,36,0.5,6.7,0.9,0.4,0.4,0.0,0.1,0.1,0.556,0.5,0.75,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Mitch Creek,SF,26,MIN,1,12,0.5,5.3,0.833,0.667,0.16699999999999998,0.0,0.0,0.16699999999999998,0.6,0.75,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0,1.0,0.0,0,0
2018-2019,Mitchell Robinson,C,20,NYK,66,1360,0.6940000000000001,1.5,1.0,0.904,0.086,0.003,0.006999999999999999,0.0,0.6940000000000001,0.7340000000000001,0.32,1.0,0.0,0.0,0.644,0.0,0.526,128,0.0,0.0,0,0
2018-2019,Mo Bamba,C,20,ORL,47,766,0.481,12.5,0.7120000000000001,0.35,0.14400000000000002,0.078,0.14,0.28800000000000003,0.555,0.7879999999999999,0.28600000000000003,0.263,0.412,0.3,0.6559999999999999,0.952,0.14800000000000002,34,0.257,0.333,1,0
2018-2019,Monte Morris,PG,23,DEN,82,1970,0.493,14.0,0.677,0.17800000000000002,0.221,0.171,0.107,0.32299999999999995,0.531,0.64,0.4970000000000001,0.517,0.44,0.414,0.456,0.862,0.003,2,0.264,0.45,1,0
2018-2019,Montrezl Harrell,C,25,LAC,82,2158,0.615,3.9,0.981,0.669,0.242,0.054000000000000006,0.016,0.019,0.623,0.7240000000000001,0.419,0.375,0.35700000000000004,0.17600000000000002,0.696,1.0,0.252,203,0.059,0.0,3,0
2018-2019,Moritz Wagner,C,21,LAL,43,446,0.415,13.7,0.55,0.374,0.135,0.023,0.018000000000000002,0.45,0.521,0.531,0.565,0.0,0.667,0.28600000000000003,0.6940000000000001,1.0,0.029,4,0.052000000000000005,0.0,0,0
2018-2019,Myles Turner,C,22,IND,74,2119,0.487,13.9,0.7490000000000001,0.256,0.141,0.108,0.244,0.251,0.521,0.685,0.445,0.476,0.411,0.388,0.78,0.974,0.081,54,0.077,0.6,0,0
2018-2019,Naz Mitrou-Long,SG,25,UTA,14,84,0.3,15.4,0.45,0.4,0.05,0.0,0.0,0.55,0.444,0.375,1.0,0.0,0.0,0.182,0.5,0.0,0.05,1,0.091,0.0,0,0
2018-2019,Nemanja Bjelica,PF,30,SAC,77,1788,0.479,13.5,0.5670000000000001,0.319,0.199,0.022,0.027000000000000003,0.433,0.539,0.635,0.441,0.231,0.375,0.401,0.591,0.961,0.032,17,0.187,0.292,0,0
2018-2019,Nenê,C,36,HOU,42,546,0.517,7.8,0.974,0.388,0.293,0.103,0.19,0.026,0.531,0.8,0.294,0.333,0.455,0.0,0.7829999999999999,0.0,0.112,12,0.0,0.0,0,0
2018-2019,Nerlens Noel,C,24,OKC,77,1055,0.5870000000000001,4.7,1.0,0.62,0.188,0.145,0.047,0.0,0.5870000000000001,0.725,0.365,0.375,0.308,0.0,0.728,0.0,0.301,76,0.0,0.0,0,0
2018-2019,Nick Young,SG,33,DEN,4,37,0.333,23.3,0.111,0.0,0.0,0.111,0.0,0.889,0.0,0.0,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0,0.25,0.0,0,0
2018-2019,Nicolas Batum,SF,30,CHO,75,2354,0.45,17.1,0.47,0.21,0.077,0.084,0.1,0.53,0.519,0.6609999999999999,0.442,0.383,0.393,0.389,0.54,0.828,0.044,22,0.309,0.457,1,0
2018-2019,Nik Stauskas,SG,25,POR,44,673,0.419,17.7,0.454,0.223,0.039,0.096,0.096,0.546,0.51,0.5489999999999999,0.333,0.545,0.455,0.344,0.472,0.86,0.035,5,0.17600000000000002,0.318,1,0
2018-2019,Nik Stauskas,SG,25,CLE,24,342,0.3670000000000001,17.8,0.422,0.193,0.073,0.092,0.064,0.578,0.28300000000000003,0.28600000000000003,0.25,0.2,0.429,0.429,0.615,0.852,0.018000000000000002,2,0.302,0.421,0,0
2018-2019,Nik Stauskas,SG,25,TOT,68,1015,0.402,17.7,0.444,0.213,0.05,0.095,0.086,0.556,0.44,0.472,0.294,0.438,0.448,0.3720000000000001,0.5,0.857,0.03,7,0.218,0.366,1,0
2018-2019,Nikola Jokić,C,23,DEN,80,2504,0.511,10.4,0.7759999999999999,0.32299999999999995,0.299,0.086,0.067,0.224,0.569,0.695,0.499,0.519,0.34600000000000003,0.307,0.48,0.916,0.009000000000000001,11,0.022,0.333,4,0
2018-2019,Nikola Mirotić,PF,27,MIL,14,320,0.415,19.2,0.35600000000000004,0.163,0.096,0.059,0.037000000000000005,0.644,0.521,0.773,0.462,0.0,0.4,0.35600000000000004,0.6,0.935,0.006999999999999999,1,0.172,0.467,1,0
2018-2019,Nikola Mirotić,PF,27,NOP,32,925,0.447,18.2,0.4320000000000001,0.204,0.076,0.047,0.106,0.568,0.551,0.627,0.613,0.474,0.395,0.368,0.784,0.906,0.01,4,0.14300000000000002,0.424,1,0
2018-2019,Nikola Mirotić,PF,27,TOT,46,1245,0.439,18.4,0.413,0.194,0.081,0.05,0.08900000000000001,0.5870000000000001,0.545,0.657,0.568,0.333,0.396,0.365,0.746,0.914,0.009000000000000001,5,0.151,0.438,2,0
2018-2019,Nikola Vučević,C,28,ORL,80,2510,0.518,10.9,0.8290000000000001,0.261,0.299,0.14300000000000002,0.126,0.171,0.5489999999999999,0.706,0.5329999999999999,0.404,0.4270000000000001,0.364,0.669,1.0,0.042,51,0.013,0.333,1,0
2018-2019,Noah Vonleh,PF,23,NYK,68,1722,0.47,11.0,0.6890000000000001,0.373,0.255,0.023,0.039,0.311,0.531,0.598,0.473,0.3,0.412,0.336,0.354,0.978,0.111,39,0.124,0.353,0,0
2018-2019,Norman Powell,SG,25,TOR,60,1126,0.483,13.7,0.575,0.383,0.103,0.038,0.053,0.425,0.5429999999999999,0.621,0.512,0.267,0.238,0.4,0.552,0.926,0.053,20,0.312,0.472,3,0
2018-2019,OG Anunoby,SF,21,TOR,67,1352,0.453,14.0,0.5,0.34700000000000003,0.109,0.022,0.022,0.5,0.574,0.693,0.273,0.333,0.444,0.332,0.491,0.985,0.114,39,0.465,0.266,0,0
2018-2019,Okaro White,PF,26,WAS,3,6,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0,0
2018-2019,Omari Spellman,PF,21,ATL,46,805,0.402,14.6,0.475,0.336,0.086,0.033,0.02,0.525,0.466,0.561,0.14300000000000002,0.125,0.8,0.344,0.685,1.0,0.131,25,0.344,0.4320000000000001,0,0
2018-2019,Omri Casspi,SF,30,MEM,36,520,0.534,9.1,0.733,0.46,0.255,0.019,0.0,0.267,0.602,0.784,0.317,0.0,0.0,0.349,0.7609999999999999,1.0,0.099,16,0.14,0.333,0,0
2018-2019,Otto Porter,SF,25,TOT,56,1683,0.465,16.7,0.602,0.152,0.109,0.149,0.191,0.398,0.504,0.6629999999999999,0.5710000000000001,0.458,0.374,0.406,0.605,0.875,0.009000000000000001,6,0.27,0.42,0,0
2018-2019,Otto Porter,SF,25,WAS,41,1191,0.457,16.3,0.602,0.172,0.106,0.152,0.172,0.398,0.515,0.684,0.596,0.448,0.355,0.369,0.642,0.923,0.009000000000000001,4,0.313,0.4,0,0
2018-2019,Otto Porter,SF,25,CHI,15,492,0.483,17.5,0.602,0.109,0.114,0.14400000000000002,0.234,0.398,0.479,0.591,0.522,0.483,0.404,0.488,0.517,0.795,0.01,2,0.175,0.5,0,0
2018-2019,P.J. Tucker,PF,33,HOU,82,2802,0.396,18.9,0.26,0.141,0.096,0.015,0.008,0.74,0.449,0.527,0.34,0.5,0.25,0.377,0.705,1.0,0.006,3,0.703,0.393,1,0
2018-2019,PJ Dozier,SG,22,BOS,6,51,0.381,13.8,0.619,0.333,0.095,0.095,0.095,0.381,0.462,0.857,0.0,0.0,0.0,0.25,0.0,1.0,0.095,2,0.125,0.0,0,0
2018-2019,Pascal Siakam,PF,24,TOR,80,2548,0.5489999999999999,8.7,0.774,0.403,0.302,0.05,0.019,0.226,0.602,0.722,0.474,0.468,0.444,0.369,0.493,0.975,0.063,58,0.682,0.411,2,0
2018-2019,Pat Connaughton,SG,26,MIL,61,1261,0.466,16.4,0.429,0.311,0.07400000000000001,0.017,0.026,0.5710000000000001,0.647,0.7340000000000001,0.423,0.16699999999999998,0.556,0.33,0.753,0.939,0.146,43,0.185,0.324,0,0
2018-2019,Patrick Beverley,PG,30,LAC,78,2137,0.407,16.9,0.409,0.187,0.182,0.029,0.01,0.591,0.421,0.494,0.379,0.28600000000000003,0.2,0.397,0.354,0.875,0.004,0,0.195,0.455,0,0
2018-2019,Patrick McCaw,SG,23,TOR,26,344,0.444,13.4,0.556,0.35200000000000004,0.14800000000000002,0.037000000000000005,0.019,0.444,0.5329999999999999,0.684,0.25,0.0,1.0,0.333,0.5,1.0,0.056,3,0.375,0.556,0,0
2018-2019,Patrick McCaw,SG,23,CLE,3,53,0.222,14.2,0.556,0.333,0.111,0.111,0.0,0.444,0.2,0.333,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0,0.5,0.5,0,0
2018-2019,Patrick McCaw,SG,23,TOT,29,397,0.413,13.5,0.556,0.349,0.14300000000000002,0.048,0.016,0.444,0.486,0.636,0.222,0.0,1.0,0.321,0.471,1.0,0.048,3,0.393,0.545,0,0
2018-2019,Patrick Patterson,PF,29,OKC,63,861,0.374,17.9,0.374,0.16,0.1,0.091,0.023,0.626,0.439,0.5710000000000001,0.273,0.4,0.4,0.336,0.722,1.0,0.027000000000000003,6,0.314,0.302,0,0
2018-2019,Patty Mills,PG,30,SAS,82,1908,0.425,19.5,0.391,0.139,0.057,0.027000000000000003,0.16699999999999998,0.609,0.475,0.685,0.395,0.333,0.35100000000000003,0.394,0.407,0.755,0.0,0,0.213,0.477,1,0
2018-2019,Pau Gasol,C,38,TOT,30,360,0.447,10.1,0.862,0.362,0.202,0.138,0.16,0.138,0.444,0.529,0.368,0.308,0.467,0.462,0.667,1.0,0.085,8,0.231,0.0,0,0
2018-2019,Pau Gasol,C,38,SAS,27,330,0.466,9.5,0.8859999999999999,0.386,0.193,0.14800000000000002,0.159,0.114,0.462,0.529,0.412,0.308,0.5,0.5,0.667,1.0,0.091,8,0.2,0.0,0,0
2018-2019,Pau Gasol,C,38,MIL,3,30,0.16699999999999998,18.3,0.5,0.0,0.333,0.0,0.16699999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0,0.333,0.0,0,0
2018-2019,Paul George,SF,28,OKC,77,2841,0.438,16.6,0.531,0.211,0.097,0.108,0.115,0.469,0.484,0.629,0.363,0.391,0.409,0.386,0.311,0.6709999999999999,0.035,52,0.132,0.42,8,2
2018-2019,Paul Millsap,PF,33,DEN,70,1895,0.484,10.0,0.7609999999999999,0.34,0.295,0.111,0.015,0.239,0.522,0.6679999999999999,0.408,0.419,0.2,0.365,0.564,1.0,0.07200000000000001,43,0.208,0.424,1,1
2018-2019,Quincy Acy,PF,28,PHO,10,123,0.222,21.7,0.16699999999999998,0.111,0.0,0.056,0.0,0.833,0.667,1.0,0.0,0.0,0.0,0.133,1.0,1.0,0.0,0,0.333,0.2,0,0
